gender,agegroup,education,ethnicity,income,shopping,risk,harm,infotype,willingness-,willingness
Female,18-24,Some college or associate degree,White,"$75,000 to $99,999",3,only 1 person in your country,InducedDisclosure,FullName,3,6
Female,18-24,Some college or associate degree,White,"$75,000 to $99,999",3,only 1 person in your country,Insecurity,FullName,4,5
Female,18-24,Some college or associate degree,White,"$75,000 to $99,999",3,only 1 person in your country,Surveillance,FullName,5,4
Female,50-54,Some college or associate degree,White,"$35,000 to $49,999",4,only 1 person in your city,InducedDisclosure,FullName,3,6
Female,50-54,Some college or associate degree,White,"$35,000 to $49,999",4,only 1 person in your city,Insecurity,FullName,8,1
Female,50-54,Some college or associate degree,White,"$35,000 to $49,999",4,only 1 person in your city,Surveillance,FullName,8,1
Female,40-44,"High school graduate, no college",White,"$35,000 to $49,999",4,only 1 person in your workplace,InducedDisclosure,FullName,3,6
Female,40-44,"High school graduate, no college",White,"$35,000 to $49,999",4,only 1 person in your workplace,Insecurity,FullName,2,7
Female,40-44,"High school graduate, no college",White,"$35,000 to $49,999",4,only 1 person in your workplace,Surveillance,FullName,1,8
Female,60 or older,Doctoral degree,White,"$50,000 to $74,999",5,only 1 person in your family,InducedDisclosure,FullName,8,1
Female,60 or older,Doctoral degree,White,"$50,000 to $74,999",5,only 1 person in your family,Insecurity,FullName,5,4
Female,60 or older,Doctoral degree,White,"$50,000 to $74,999",5,only 1 person in your family,Surveillance,FullName,8,1
Male,50-54,Some college or associate degree,White,"$25,000 to $34,999",4,only 1 person in your city,InducedDisclosure,FullName,3,6
Male,50-54,Some college or associate degree,White,"$25,000 to $34,999",4,only 1 person in your city,Insecurity,FullName,5,4
Male,50-54,Some college or associate degree,White,"$25,000 to $34,999",4,only 1 person in your city,Surveillance,FullName,1,8
Male,35-39,Bachelor's degree,Black or African American,"$25,000 to $34,999",3,only 1 person in your family,InducedDisclosure,FullName,3,6
Male,35-39,Bachelor's degree,Black or African American,"$25,000 to $34,999",3,only 1 person in your family,Insecurity,FullName,4,5
Male,35-39,Bachelor's degree,Black or African American,"$25,000 to $34,999",3,only 1 person in your family,Surveillance,FullName,4,5
Female,30-34,Bachelor's degree,White,"Less than $25,000",3,only 1 person in your state,InducedDisclosure,FullName,3,6
Female,30-34,Bachelor's degree,White,"Less than $25,000",3,only 1 person in your state,Insecurity,FullName,1,8
Female,30-34,Bachelor's degree,White,"Less than $25,000",3,only 1 person in your state,Surveillance,FullName,1,8
Male,25-29,Some college or associate degree,White,"Less than $25,000",4,only 1 person in your country,InducedDisclosure,FullName,2,7
Male,25-29,Some college or associate degree,White,"Less than $25,000",4,only 1 person in your country,Insecurity,FullName,3,6
Male,25-29,Some college or associate degree,White,"Less than $25,000",4,only 1 person in your country,Surveillance,FullName,3,6
Female,35-39,"High school graduate, no college",White,"Less than $25,000",5,only 1 person in your country,InducedDisclosure,FullName,5,4
Female,35-39,"High school graduate, no college",White,"Less than $25,000",5,only 1 person in your country,Insecurity,FullName,4,5
Female,35-39,"High school graduate, no college",White,"Less than $25,000",5,only 1 person in your country,Surveillance,FullName,4,5
Female,25-29,Bachelor's degree,Native American or American Indian,"$25,000 to $34,999",3,only 1 person in your workplace,InducedDisclosure,FullName,3,6
Female,25-29,Bachelor's degree,Native American or American Indian,"$25,000 to $34,999",3,only 1 person in your workplace,Insecurity,FullName,4,5
Female,25-29,Bachelor's degree,Native American or American Indian,"$25,000 to $34,999",3,only 1 person in your workplace,Surveillance,FullName,3,6
Male,18-24,Bachelor's degree,Black or African American,"$25,000 to $34,999",3,only 1 person in your country,InducedDisclosure,FullName,3,6
Male,18-24,Bachelor's degree,Black or African American,"$25,000 to $34,999",3,only 1 person in your country,Insecurity,FullName,7,2
Male,18-24,Bachelor's degree,Black or African American,"$25,000 to $34,999",3,only 1 person in your country,Surveillance,FullName,4,5
Female,40-44,Bachelor's degree,White,"$50,000 to $74,999",5,only 1 person in your city,InducedDisclosure,FullName,7,2
Female,40-44,Bachelor's degree,White,"$50,000 to $74,999",5,only 1 person in your city,Insecurity,FullName,8,1
Female,40-44,Bachelor's degree,White,"$50,000 to $74,999",5,only 1 person in your city,Surveillance,FullName,7,2
Male,25-29,Bachelor's degree,White,"$35,000 to $49,999",4,only 1 person in your city,InducedDisclosure,FullName,3,6
Male,25-29,Bachelor's degree,White,"$35,000 to $49,999",4,only 1 person in your city,Insecurity,FullName,3,6
Male,25-29,Bachelor's degree,White,"$35,000 to $49,999",4,only 1 person in your city,Surveillance,FullName,3,6
Male,45-49,Bachelor's degree,White,"$100,000 to $124,999",4,only 1 person in your workplace,InducedDisclosure,FullName,7,2
Male,45-49,Bachelor's degree,White,"$100,000 to $124,999",4,only 1 person in your workplace,Insecurity,FullName,6,3
Male,45-49,Bachelor's degree,White,"$100,000 to $124,999",4,only 1 person in your workplace,Surveillance,FullName,8,1
Female,50-54,Some college or associate degree,White,"$25,000 to $34,999",4,only 1 person in your family,InducedDisclosure,FullName,3,6
Female,50-54,Some college or associate degree,White,"$25,000 to $34,999",4,only 1 person in your family,Insecurity,FullName,3,6
Female,50-54,Some college or associate degree,White,"$25,000 to $34,999",4,only 1 person in your family,Surveillance,FullName,4,5
Male,40-44,Bachelor's degree,Black or African American,"$25,000 to $34,999",5,only 1 person in your state,InducedDisclosure,FullName,3,6
Male,40-44,Bachelor's degree,Black or African American,"$25,000 to $34,999",5,only 1 person in your state,Insecurity,FullName,2,7
Male,40-44,Bachelor's degree,Black or African American,"$25,000 to $34,999",5,only 1 person in your state,Surveillance,FullName,3,6
Female,60 or older,Bachelor's degree,Other,"Less than $25,000",4,only 1 person in your city,InducedDisclosure,FullName,8,1
Female,60 or older,Bachelor's degree,Other,"Less than $25,000",4,only 1 person in your city,Insecurity,FullName,8,1
Female,60 or older,Bachelor's degree,Other,"Less than $25,000",4,only 1 person in your city,Surveillance,FullName,8,1
Male,25-29,Bachelor's degree,White,"$25,000 to $34,999",4,only 1 person in your city,InducedDisclosure,FullName,5,4
Male,25-29,Bachelor's degree,White,"$25,000 to $34,999",4,only 1 person in your city,Insecurity,FullName,6,3
Male,25-29,Bachelor's degree,White,"$25,000 to $34,999",4,only 1 person in your city,Surveillance,FullName,2,7
Male,45-49,Some college or associate degree,White,"$35,000 to $49,999",3,only 1 person in your country,InducedDisclosure,FullName,1,8
Male,45-49,Some college or associate degree,White,"$35,000 to $49,999",3,only 1 person in your country,Insecurity,FullName,1,8
Male,45-49,Some college or associate degree,White,"$35,000 to $49,999",3,only 1 person in your country,Surveillance,FullName,2,7
Female,50-54,Bachelor's degree,White,"$35,000 to $49,999",5,only 1 person in your city,InducedDisclosure,FullName,8,1
Female,50-54,Bachelor's degree,White,"$35,000 to $49,999",5,only 1 person in your city,Insecurity,FullName,8,1
Female,50-54,Bachelor's degree,White,"$35,000 to $49,999",5,only 1 person in your city,Surveillance,FullName,8,1
Male,18-24,Bachelor's degree,White,"Less than $25,000",4,only 1 person in your country,InducedDisclosure,FullName,5,4
Male,18-24,Bachelor's degree,White,"Less than $25,000",4,only 1 person in your country,Insecurity,FullName,7,2
Male,18-24,Bachelor's degree,White,"Less than $25,000",4,only 1 person in your country,Surveillance,FullName,7,2
Female,25-29,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your workplace,InducedDisclosure,FullName,1,8
Female,25-29,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your workplace,Insecurity,FullName,1,8
Female,25-29,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your workplace,Surveillance,FullName,2,7
Female,30-34,Bachelor's degree,White,"Less than $25,000",4,only 1 person in your state,InducedDisclosure,FullName,4,5
Female,30-34,Bachelor's degree,White,"Less than $25,000",4,only 1 person in your state,Insecurity,FullName,7,2
Female,30-34,Bachelor's degree,White,"Less than $25,000",4,only 1 person in your state,Surveillance,FullName,5,4
Male,35-39,Some college or associate degree,White,"$50,000 to $74,999",4,only 1 person in your family,InducedDisclosure,FullName,5,4
Male,35-39,Some college or associate degree,White,"$50,000 to $74,999",4,only 1 person in your family,Insecurity,FullName,5,4
Male,35-39,Some college or associate degree,White,"$50,000 to $74,999",4,only 1 person in your family,Surveillance,FullName,5,4
Female,25-29,Bachelor's degree,White,"$50,000 to $74,999",3,only 1 person in your state,InducedDisclosure,FullName,4,5
Female,25-29,Bachelor's degree,White,"$50,000 to $74,999",3,only 1 person in your state,Insecurity,FullName,5,4
Female,25-29,Bachelor's degree,White,"$50,000 to $74,999",3,only 1 person in your state,Surveillance,FullName,8,1
Male,35-39,Some college or associate degree,Native American or American Indian,"$75,000 to $99,999",3,only 1 person in your state,InducedDisclosure,FullName,2,7
Male,35-39,Some college or associate degree,Native American or American Indian,"$75,000 to $99,999",3,only 1 person in your state,Insecurity,FullName,4,5
Male,35-39,Some college or associate degree,Native American or American Indian,"$75,000 to $99,999",3,only 1 person in your state,Surveillance,FullName,3,6
Female,35-39,Bachelor's degree,White,"Less than $25,000",3,only 1 person in your workplace,InducedDisclosure,FullName,1,8
Female,35-39,Bachelor's degree,White,"Less than $25,000",3,only 1 person in your workplace,Insecurity,FullName,4,5
Female,35-39,Bachelor's degree,White,"Less than $25,000",3,only 1 person in your workplace,Surveillance,FullName,1,8
Female,40-44,Bachelor's degree,White,"Less than $25,000",2,only 1 person in your city,InducedDisclosure,FullName,7,2
Female,40-44,Bachelor's degree,White,"Less than $25,000",2,only 1 person in your city,Insecurity,FullName,8,1
Female,40-44,Bachelor's degree,White,"Less than $25,000",2,only 1 person in your city,Surveillance,FullName,5,4
Male,45-49,Some college or associate degree,White,"$35,000 to $49,999",1,only 1 person in your family,InducedDisclosure,FullName,4,5
Male,45-49,Some college or associate degree,White,"$35,000 to $49,999",1,only 1 person in your family,Insecurity,FullName,5,4
Male,45-49,Some college or associate degree,White,"$35,000 to $49,999",1,only 1 person in your family,Surveillance,FullName,3,6
Male,18-24,Bachelor's degree,White,"$35,000 to $49,999",2,only 1 person in your city,InducedDisclosure,FullName,3,6
Male,18-24,Bachelor's degree,White,"$35,000 to $49,999",2,only 1 person in your city,Insecurity,FullName,3,6
Male,18-24,Bachelor's degree,White,"$35,000 to $49,999",2,only 1 person in your city,Surveillance,FullName,3,6
Male,40-44,Some college or associate degree,White,"Less than $25,000",4,only 1 person in your workplace,InducedDisclosure,FullName,5,4
Male,40-44,Some college or associate degree,White,"Less than $25,000",4,only 1 person in your workplace,Insecurity,FullName,7,2
Male,40-44,Some college or associate degree,White,"Less than $25,000",4,only 1 person in your workplace,Surveillance,FullName,6,3
Female,40-44,Bachelor's degree,White,"$50,000 to $74,999",3,only 1 person in your state,InducedDisclosure,FullName,6,3
Female,40-44,Bachelor's degree,White,"$50,000 to $74,999",3,only 1 person in your state,Insecurity,FullName,3,6
Female,40-44,Bachelor's degree,White,"$50,000 to $74,999",3,only 1 person in your state,Surveillance,FullName,2,7
Male,25-29,Bachelor's degree,White,"$50,000 to $74,999",3,only 1 person in your city,InducedDisclosure,FullName,3,6
Male,25-29,Bachelor's degree,White,"$50,000 to $74,999",3,only 1 person in your city,Insecurity,FullName,3,6
Male,25-29,Bachelor's degree,White,"$50,000 to $74,999",3,only 1 person in your city,Surveillance,FullName,3,6
Female,25-29,"High school graduate, no college",White,"Less than $25,000",3,only 1 person in your country,InducedDisclosure,FullName,4,5
Female,25-29,"High school graduate, no college",White,"Less than $25,000",3,only 1 person in your country,Insecurity,FullName,3,6
Female,25-29,"High school graduate, no college",White,"Less than $25,000",3,only 1 person in your country,Surveillance,FullName,3,6
Male,40-44,Bachelor's degree,Asian/Pacific Islander,"$125,000 to $149,999",4,only 1 person in your family,InducedDisclosure,FullName,4,5
Male,40-44,Bachelor's degree,Asian/Pacific Islander,"$125,000 to $149,999",4,only 1 person in your family,Insecurity,FullName,4,5
Male,40-44,Bachelor's degree,Asian/Pacific Islander,"$125,000 to $149,999",4,only 1 person in your family,Surveillance,FullName,4,5
Male,30-34,Some college or associate degree,White,"$50,000 to $74,999",4,only 1 person in your country,InducedDisclosure,FullName,3,6
Male,30-34,Some college or associate degree,White,"$50,000 to $74,999",4,only 1 person in your country,Insecurity,FullName,7,2
Male,30-34,Some college or associate degree,White,"$50,000 to $74,999",4,only 1 person in your country,Surveillance,FullName,5,4
Male,45-49,Bachelor's degree,Asian/Pacific Islander,"$35,000 to $49,999",5,only 1 person in your workplace,InducedDisclosure,FullName,3,6
Male,45-49,Bachelor's degree,Asian/Pacific Islander,"$35,000 to $49,999",5,only 1 person in your workplace,Insecurity,FullName,5,4
Male,45-49,Bachelor's degree,Asian/Pacific Islander,"$35,000 to $49,999",5,only 1 person in your workplace,Surveillance,FullName,4,5
Female,35-39,Some college or associate degree,White,"$35,000 to $49,999",4,only 1 person in your state,InducedDisclosure,FullName,4,5
Female,35-39,Some college or associate degree,White,"$35,000 to $49,999",4,only 1 person in your state,Insecurity,FullName,7,2
Female,35-39,Some college or associate degree,White,"$35,000 to $49,999",4,only 1 person in your state,Surveillance,FullName,3,6
Female,25-29,Some college or associate degree,Asian/Pacific Islander,"Less than $25,000",3,only 1 person in your country,InducedDisclosure,FullName,3,6
